iter	RMSE
235	35.23470025
236	35.08628328
237	34.98144456
238	34.97951116
239	34.92974587
240	34.92831536
241	34.88075124
242	34.79713729
243	34.77259328
244	34.68564851
245	34.67635888
246	34.66815138
247	34.62496629
248	34.62458244
249	34.62301056
250	34.52503261
251	34.48630182
252	34.44680711
253	34.38210712
254	34.38003725
255	34.37729559
256	34.29234128
257	34.22816277
258	34.0910501
259	34.01393359
260	34.01342043
261	33.97002083
262	33.96974348
263	33.89634539
264	33.87540879
265	33.82349433
266	33.80700161
267	33.80673289
268	33.80565672
269	33.71527674
270	33.71286153
271	33.61245463
272	33.51298311
273	33.43753215
274	33.43637366
275	33.43467043
276	33.42042864
277	33.41147204
278	33.40408569
279	33.26660197
280	33.24108478
281	33.22378393
282	33.2207506
283	33.2116667
284	33.19637394
285	33.19608127
286	33.19557193
287	33.13310263
288	33.00058627
289	32.84755282
290	32.83750369
291	32.78766212
292	32.7495184
293	32.74801063
294	32.63910339
295	32.6378431
296	32.62941672
297	32.62817282
298	32.62789567
299	32.62684894
300	32.6258821
301	32.61496903
302	32.59495524
303	32.55220727
304	32.55113743
305	32.48445119
306	32.31659608
307	32.31494056
308	32.31443816
309	32.30428439
310	32.29132979
311	32.29103282
312	32.29084005
313	32.28969382
314	32.1906765
315	32.06420471
316	32.06375347
317	32.06254665
318	32.06227642
319	32.02790464
320	32.02783898
321	32.02778383
322	32.01643568
323	32.01500505
324	31.96255064
325	31.94304055
326	31.92683057
327	31.92571342
328	31.92553689
329	31.91655875
330	31.91401796
331	31.91347762
332	31.91333265
333	31.91285819
334	31.9046556
335	31.89866874
336	31.89765346
337	31.89755061
338	31.89746095
339	31.8914635
340	31.89056141
341	31.88843006
342	31.88759384
343	31.88203515
344	31.88197975
345	31.77704283
346	31.7556202
347	31.75491293
348	31.75484803
349	31.75479108
350	31.75375265
351	31.75316058
352	31.75306123
353	31.75303209
354	31.75262147
355	31.75260028
356	31.75258173
357	31.7512187
358	31.75115379
359	31.72889847
360	31.72436863
361	31.66791219
362	31.66785375
363	31.6503959
364	31.61720595
365	31.61660998
366	31.61598075
367	31.61595548
368	31.61139881
369	31.61105155
370	31.61103558
371	31.610997
372	31.58465893
373	31.58462298
374	31.57756585
375	31.57737138
376	31.57135843
377	31.52174312
378	31.51834049
379	31.51304767
380	31.46559145
381	31.46493781
382	31.45963868
383	31.44511096
384	31.44004527
385	31.44001317
386	31.43999043
387	31.38365094
388	31.28325283
389	31.28317082
390	31.28149691
391	31.27700448
392	31.24582879
393	31.24490806
394	31.24323345
395	31.22979293
396	31.22757607
397	31.20103701
398	31.18836452
399	31.18832137
400	31.18142139
401	31.16968009
402	31.16585576
403	31.15657637
404	31.15622673
405	30.97211712
406	30.96132481
407	30.95561067
408	30.9511647
409	30.94576128
410	30.94539432
411	30.94507084
412	30.94046975
413	30.93472456
414	30.93471233
415	30.93439961
416	30.89594996
417	30.8939297
418	30.89354034
419	30.71779655
420	30.69621016
421	30.69449876
422	30.69429048
423	30.69401643
424	30.6933998
425	30.69321618
426	30.68865819
427	30.66815394
428	30.66795371
429	30.66779463
430	30.64436275
431	30.61968222
432	30.61888003
433	30.61871794
434	30.60080725
435	30.60045677
436	30.59666301
437	30.58968457
438	30.58833984
439	30.57894984
440	30.57731166
441	30.5713015
442	30.56913595
443	30.56473147
444	30.49063521
445	30.48659326
446	30.46736251
447	30.4669953
448	30.46189813
449	30.45892806
450	30.45880931
451	30.45870713
452	30.43326381
453	30.41330927
454	30.41302992
455	30.39541038
456	30.37930912
457	30.30207108
458	30.2837759
459	30.27176703
460	30.27145163
461	30.27115569
462	30.27080555
463	30.27050266
464	30.26694269
465	30.26479706
466	30.25983817
467	30.24488155
468	30.208726
469	30.2064899
470	30.20618497
471	30.19661346
472	30.17664738
473	30.17455666
474	30.16693684
475	30.12636017
476	30.12558394
477	30.0749862
478	30.07469112
479	30.07201708
480	30.06959038
481	30.03235413
482	30.01043168
483	29.89528888
484	29.89320099
485	29.88978183
486	29.8866958
487	29.88391065
488	29.84333251
489	29.59573682
490	29.59151578
491	29.59119172
492	29.59013706
493	29.58877534
494	29.58255296
495	29.57953015
496	29.57913343
497	29.57835136
498	29.56147785
499	29.56064267
500	29.559032
501	29.5570342
502	29.52286708
503	29.52068018
504	29.4969288
505	29.49210464
506	29.49070131
507	29.48808272
508	29.48624271
509	29.48531697
510	29.44889156
511	29.41862365
512	29.41546674
513	29.41452876
514	29.41308454
515	29.41084087
516	29.36458644
517	29.36280459
518	29.36216717
519	29.36040809
520	29.35904001
521	29.35887383
522	29.3584727
523	29.35844405
524	29.35653432
525	29.35066967
526	29.34650654
527	29.34601495
528	29.34562081
529	29.34500022
530	29.33709755
531	29.33512621
532	29.33307588
533	29.33261991
534	29.33229585
535	29.33167067
536	29.33117166
537	29.33087054
538	29.33066835
539	29.33048623
540	29.32497925
541	29.32391502
542	29.32376442
543	29.32279624
544	29.32264707
545	29.32230426
546	29.32145079
547	29.2431288
548	29.24283539
549	29.24048372
550	29.24018741
551	29.24004932
552	29.23992562
553	29.23782833
554	29.23766866
555	29.20857145
556	29.20831801
557	29.20805018
558	29.2079321
559	29.20772186
560	29.20750874
561	29.20731577
562	29.20727833
563	29.20719193
564	29.20711417
565	29.20693705
566	29.20686792
567	29.20681032
568	29.20661735
569	29.20655111
570	29.20649495
571	29.20624582
572	29.20618677
573	29.20603413
574	29.20517006
575	29.20498572
576	29.20481579
577	29.20365645
578	29.20349802
579	29.20331079
580	29.20313077
581	29.20296082
582	29.20277791
583	29.20261516
584	29.20246681
585	29.20228822
586	29.20212115
587	29.2013117
588	29.20119503
589	29.20109277
590	29.20096458
591	29.20038844
592	29.19956166
593	29.19893652
594	29.19881552
595	29.19873774
596	29.19815579
597	29.19755078
598	29.19632921
599	29.1950975
600	29.19481514
601	29.19384269
602	29.19379659
603	29.19375336
604	29.19360353
605	29.19347963
606	29.19343929
607	29.19331971
608	29.19319293
609	29.19305318
610	29.19288317
611	29.19274486
612	29.19269011
613	29.19245671
614	29.19233569
615	29.17691113
616	29.17686356
617	29.17608513
618	29.17602747
619	29.17511062
620	29.17496645
621	29.16222407
622	29.16216061
623	29.16202937
624	29.16190389
625	29.15730703
626	29.15722481
627	29.15710796
628	29.15707623
629	29.15696948
630	29.15439882
631	29.15434255
632	29.15432236
633	29.14524529
634	29.14513561
635	29.14509521
636	29.14499275
637	29.1449076
638	29.14356548
639	29.14351209
640	29.14342694
641	29.14334901
642	29.14333169
643	29.14250329
644	29.14249174
645	29.14241814
646	29.14234886
647	29.13896861
648	29.13890077
649	29.13883871
650	29.13879252
651	29.13782253
652	29.13776335
653	29.13494413
654	29.13488206
655	29.12554622
656	29.05474134
657	29.05224705
658	29.05195895
659	29.04360873
660	29.04262253
661	29.03702184
662	29.03588767
663	29.03527059
664	29.03439275
665	29.03369162
666	29.03349315
667	29.03270363
668	29.01221491
669	29.01211343
670	29.01163212
671	29.00719848
672	29.0065344
673	29.00535408
674	29.00499011
675	28.95474668
676	28.95440387
677	28.95381992
678	28.95341463
679	28.95332021
680	28.95213336
681	28.95000506
682	28.94958664
683	28.94956194
684	28.94947041
685	28.9485769
686	28.94845631
687	28.94843306
688	28.94835896
689	28.94833281
690	28.94818025
691	28.94481801
692	28.94471049
693	28.85982593
694	28.85980261
695	28.85950093
696	28.85883053
697	28.85819946
698	28.85718361
699	28.85692271
700	28.85458915
701	28.84947097
702	28.84942869
703	28.8333087
704	28.82631045
705	28.79068016
706	28.79063925
707	28.78997601
708	28.78929961
709	28.78872253
710	28.78782549
711	28.78719725
712	28.78677208
713	28.78671656
714	28.78634399
715	28.7859831
716	28.78583261
717	28.78573909
718	28.78561052
719	28.78512542
720	28.78258584
721	28.78222052
722	28.78208024
723	28.78200717
724	28.78198379
725	28.75629868
726	28.7552997
727	28.75498669
728	28.75490917
729	28.73387546
730	28.73198862
731	28.73066967
732	28.62914207
733	28.61371378
734	28.60938608
735	28.60675591
736	28.59007836
737	28.58999745
738	28.58963261
739	28.46824752
740	28.38321981
741	28.38174387
742	28.3810355
743	28.37663971
744	28.3753902
745	28.35640818
746	28.35629545
747	28.35619608
748	28.35613823
749	28.35608632
750	28.33653031
751	28.33638782
752	28.33628986
753	28.3362201
754	28.33609245
755	28.33607464
756	28.33597519
757	28.33583566
758	28.3358327
759	28.33456803
760	28.33296189
761	28.32950882
762	28.32946428
763	28.32941529
764	28.32935442
765	28.32826466
766	28.32816667
767	28.32814885
768	28.32813846
769	28.32812658
770	28.32802562
771	28.3271422
772	28.326967
773	28.32694621
774	28.3268497
775	28.32676358
776	28.3266834
777	28.32587566
778	28.32574648
779	28.32495951
780	28.32495951
781	28.32430021
782	28.32429724
783	28.32429576
784	28.32408787
785	28.32407153
786	28.32385325
787	28.32299643
788	28.31299774
789	28.31275412
790	28.31177366
791	28.31171126
792	28.31163698
793	28.31163104
794	28.31125964
795	28.31106206
796	28.3110576
797	28.31099223
798	28.31082436
799	28.31073671
800	28.31028953
801	28.30961058
802	28.30876818
803	28.3086731
804	28.30646223
805	28.30604025
806	28.30213807
807	28.30193299
808	28.30097148
809	28.30086447
810	28.3005286
811	28.30051226
812	28.29970823
813	28.29943179
814	28.29523737
815	28.29513331
816	28.29503521
817	28.29461603
818	28.29453278
819	28.28868437
820	28.28783392
821	28.28766888
822	28.28699236
823	28.28693735
824	28.28688976
825	28.28688828
826	28.28688828
827	28.25069229
828	28.24989727
829	28.24987792
830	28.24987792
831	28.24986601
832	28.24931364
833	28.24924813
834	28.24851263
835	28.24848881
836	28.24806298
837	28.24741826
838	28.24692244
839	28.24650701
840	28.24650701
841	28.2465085
842	28.2436435
843	28.24360479
844	28.24317293
845	28.24257576
846	28.24238961
847	28.24238961
848	28.24235833
849	28.23724238
850	28.23724387
851	28.23721408
852	28.23717238
853	28.23716493
854	28.23685511
855	28.23685362
856	28.23632633
857	28.23598522
858	28.23567539
859	28.23521213
860	28.23288825
861	28.23276163
862	28.23249794
863	28.23246666
864	28.23244282
865	28.23230874
866	28.23230874
867	28.23230874
868	28.23230874
869	28.23191545
870	28.23153704
871	28.23106626
872	28.23064613
873	28.23062229
874	28.23059845
875	28.2305776
876	28.23036306
877	28.23034071
878	28.23032581
879	28.22924862
880	28.22868543
881	28.22853643
882	28.22822056
883	28.22812818
884	28.22811924
885	28.22809838
886	28.22704346
887	28.22606896
888	28.22592293
889	28.22590207
890	28.22588717
891	28.22588568
892	28.2258678
893	28.22551614
894	28.22549974
895	28.22532838
896	28.2250229
897	28.22487836
898	28.18787611
899	28.18721808
900	28.1870241
901	28.1867391
902	28.18672716
903	28.18652423
904	28.18628846
905	28.18602733
906	28.18602584
907	28.18590348
908	28.18565726
909	28.18563637
910	28.18558862
911	28.18557967
912	28.1855737
913	28.18543044
914	28.18543044
915	28.18543044
916	28.18487533
917	28.18473804
918	28.18444555
919	28.1822145
920	28.1821757
921	28.18217719
922	28.18216973
923	28.18216823
924	28.18198168
925	28.1819578
926	28.18194586
927	28.18179364
928	28.18144291
929	28.18133098
930	28.18123099
931	28.18121905
932	28.18112801
933	28.18104891
934	28.18100115
935	28.18091458
936	28.18087578
937	28.18079966
938	28.18072206
939	28.18070415
940	28.18063848
941	28.18051908
942	28.18051012
943	28.18046833
944	28.18045639
945	28.18044744
946	28.18039968
947	28.17989521
948	28.17756528
949	28.17745333
950	28.17696224
951	28.17693537
952	28.17688313
953	28.17685775
954	28.17680253
955	28.17675774
956	28.09459363
957	28.0884116
958	28.08313132
959	28.08311035
960	28.07927605
961	28.07879972
962	28.07877576
963	28.07869637
964	28.07865593
965	28.07864095
966	28.07700069
967	28.0769932
968	28.04899368
969	28.04898318
970	28.04397893
971	28.04397743
972	28.04394144
973	28.04394294
974	28.04384695
975	28.04384545
976	28.04323654
977	28.03689917
978	27.9857924
979	27.9857924
980	27.9854317
981	27.98541667
982	27.98541367
983	27.98511008
984	27.98510708
985	27.98509205
986	27.98447885
987	27.98341775
988	27.98341625
989	27.98324941
990	27.98324641
991	27.98259559
992	27.8498697
993	27.8396316
994	27.83920254
995	27.83912397
996	27.83903031
997	27.83895023
998	27.75796662
999	27.75710596
1000	27.75617558
1001	27.75523304
1002	27.75479358
1003	27.75458749
1004	27.75455869
1005	27.75342364
1006	27.75304628
1007	27.75303568
1008	27.75303568
1009	27.75302658
1010	27.75301901
1011	27.75301143
1012	27.75246736
1013	27.74071359
1014	27.74047858
1015	27.74025722
1016	27.7393384
1017	27.73855905
1018	27.73835587
1019	27.73822092
1020	27.7376887
1021	27.73756436
1022	27.72595899
1023	27.72566774
1024	27.72189931
1025	27.63032407
1026	27.63024644
1027	27.62998766
1028	27.62582557
1029	27.62396506
1030	27.62386152
1031	27.61675478
1032	27.61604964
1033	27.61590039
1034	27.61569021
1035	27.61475811
1036	27.61413974
1037	27.6136828
1038	27.60478477
1039	27.5920032
1040	27.59193308
1041	27.59179284
1042	27.591302
1043	27.58281303
1044	27.58227476
1045	27.58219089
1046	27.5820994
1047	27.57268322
1048	27.57104185
1049	27.56052162
1050	27.45068225
1051	27.43575329
1052	27.43563371
1053	27.43560765
1054	27.41678496
1055	27.40545506
1056	27.40527243
1057	27.40491637
1058	27.39872149
1059	27.2339325
1060	27.18257708
1061	27.18188079
1062	27.18129744
1063	27.17901345
1064	27.17875037
1065	27.15375907
1066	27.1508237
1067	27.15080511
1068	27.15075554
1069	27.14983536
1070	27.14748829
1071	27.14616517
1072	27.14515806
1073	27.14287722
1074	27.13496717
1075	27.13327917
1076	27.13280949
1077	27.1324049
1078	27.06090161
1079	27.00242219
1080	26.98679329
1081	26.98649094
1082	26.98585193
1083	26.95948527
1084	26.95934486
1085	26.93015366
1086	26.93014742
1087	26.93012711
1088	26.89466987
1089	26.8897949
1090	26.88195902
1091	26.83336433
1092	26.83279379
1093	26.83132974
1094	26.82999103
1095	26.8118946
1096	26.81179891
1097	26.80533358
1098	26.64471867
1099	26.62629729
1100	26.61899216
1101	26.61886892
1102	26.61715134
1103	26.61327178
1104	26.61318486
1105	26.60826149
1106	26.58817133
1107	26.58471945
1108	26.58310568
1109	26.57833973
1110	26.57761337
1111	26.57457637
1112	26.57405407
1113	26.57341781
1114	26.57169414
1115	26.55132682
1116	26.54879535
1117	26.5411274
1118	26.5403398
1119	26.54032871
1120	26.48152798
1121	26.45695194
1122	26.41698633
1123	26.3531333
1124	26.35247495
1125	26.33212974
1126	26.33058514
1127	26.285314
1128	26.28420031
1129	26.28297055
1130	26.28203599
1131	26.27966503
1132	26.2768657
1133	26.27675365
1134	26.27666722
1135	26.27637911
1136	26.2650657
1137	26.26411288
1138	26.26310959
1139	26.25972069
1140	26.25811658
1141	26.25791075
1142	26.25608226
1143	26.24657415
1144	26.22022201
1145	26.17992473
1146	26.17969499
1147	26.17919615
1148	26.17523481
1149	26.16988672
1150	26.16963761
1151	26.1142278
1152	26.11407963
1153	26.11256884
1154	26.09807507
1155	26.09802591
1156	26.09201965
1157	26.0919052
1158	26.09150865
1159	26.09146352
1160	26.09142483
1161	26.09138936
1162	26.09134665
1163	26.09132005
1164	26.09119512
1165	26.07726929
1166	26.07354007
1167	26.07344893
1168	26.07221084
1169	26.07062746
1170	26.07060407
1171	26.07059116
1172	26.07043951
1173	26.07039434
1174	26.07039434
1175	26.07033626
1176	26.06793718
1177	26.06763385
1178	26.06757415
1179	26.06752252
1180	26.02991116
1181	26.02988854
1182	26.02988774
1183	26.02661148
1184	26.01858596
1185	26.01854474
1186	26.01127266
1187	26.01120475
1188	26.01061293
1189	26.01007285
1190	26.00996774
1191	26.00704397
1192	26.00699464
1193	26.00697685
1194	26.0069251
1195	26.00673103
1196	26.00669949
1197	26.00665664
1198	26.00660246
1199	26.00658467
1200	26.00651028
1201	26.00646338
1202	26.00029684
1203	26.00026772
1204	25.9985473
1205	25.99751273
1206	25.99743103
1207	25.99187564
1208	25.99184166
1209	25.99085536
1210	25.99074937
1211	25.99020483
1212	25.99017732
1213	25.98500885
1214	25.98295234
1215	25.98292644
1216	25.98282446
1217	25.98277104
1218	25.9827241
1219	25.98267068
1220	25.9826464
1221	25.98263426
1222	25.98100008
1223	25.98097661
1224	25.98095638
1225	25.98090781
1226	25.92655469
1227	25.92650846
1228	25.90734588
1229	25.90728337
1230	25.86068005
1231	25.8603377
1232	25.85881209
1233	25.85877062
1234	25.84245089
1235	25.84234021
1236	25.77608311
1237	25.77452722
1238	25.77386469
1239	25.74655826
1240	25.70726667
1241	25.66666303
1242	25.66596658
1243	25.66115486
1244	25.66052137
1245	25.66051563
1246	25.65888717
1247	25.65887406
1248	25.6581438
1249	25.65667502
1250	25.6566201
1251	25.63244443
1252	25.63234597
1253	25.63224424
1254	25.63223932
1255	25.59578029
1256	25.59569567
1257	25.59435312
1258	25.59355118
1259	25.59348873
1260	25.59348216
1261	25.5933548
1262	25.59231042
1263	25.59228988
1264	25.59226769
1265	25.59135557
1266	25.59094633
1267	25.59093565
1268	25.59091511
1269	25.59089867
1270	25.59000376
1271	25.58952876
1272	25.58949178
1273	25.5894811
1274	25.58904225
1275	25.58893788
1276	25.58873242
1277	25.58808974
1278	25.58803221
1279	25.58328392
1280	25.5830628
1281	25.58305951
1282	25.58266248
1283	25.58232133
1284	25.58231147
1285	25.58157163
1286	25.57942102
1287	25.57916287
1288	25.57913657
1289	25.5791119
1290	25.57834894
1291	25.57785564
1292	25.57750539
1293	25.57748237
1294	25.57704496
1295	25.57703427
1296	25.57703345
1297	25.57518506
1298	25.57463825
1299	25.57450421
1300	25.57333572
1301	25.57333572
1302	25.57311122
1303	25.5731104
1304	25.5729632
1305	25.5729632
1306	25.57296402
1307	25.57278557
1308	25.57278557
1309	25.57260301
1310	25.57259315
1311	25.57231272
1312	25.57127324
1313	25.57117702
1314	25.57117291
1315	25.57101748
1316	25.57066055
1317	25.57062601
1318	25.57030362
1319	25.57029046
1320	25.56930929
1321	25.56930518
1322	25.56923363
1323	25.5692328
1324	25.56923034
1325	25.56857894
1326	25.56847778
1327	25.56847613
1328	25.56847449
1329	25.56847284
1330	25.56839882
1331	25.56839717
1332	25.56828449
1333	25.56827545
1334	25.56827462
1335	25.48720997
1336	25.48720997
1337	25.48721079
1338	25.48720914
1339	25.48720914
1340	25.48680649
1341	25.48680484
1342	25.48642528
1343	25.48641455
1344	25.48607047
1345	25.48607047
1346	25.48576022
1347	25.48094418
1348	25.48094418
1349	25.48066192
1350	25.48064872
1351	25.48064872
1352	25.48039204
1353	25.48039122
1354	25.48038874
1355	25.48038791
1356	25.48015517
1357	25.48015517
1358	25.48015517
1359	25.48011555
1360	25.48011555
1361	25.48011308
1362	25.47989932
1363	25.47983742
1364	25.47983659
1365	25.47983577
1366	25.47983411
1367	25.47983329
1368	25.47983081
1369	25.47982999
1370	25.47982916
1371	25.47982999
1372	25.47982834
1373	25.47980688
1374	25.47978872
1375	25.4797879
1376	25.47978624
1377	25.47978624
1378	25.47978542
1379	25.47787715
1380	25.47785899
1381	25.47782515
1382	25.47642604
1383	25.47641366
1384	25.47560388
1385	25.47538843
1386	25.47537274
1387	25.47536944
1388	25.47536862
1389	25.47517297
1390	25.47415347
1391	25.47413613
1392	25.47413613
1393	25.47413448
1394	25.4741188
1395	25.47394378
1396	25.47394296
1397	25.4739281
1398	25.47390994
1399	25.47390829
1400	25.47390994
1401	25.47390829
1402	25.47390829
1403	25.47390829
1404	25.47390663
1405	25.47374483
1406	25.47372832
1407	25.47372914
1408	25.47372667
1409	25.47372667
1410	25.47367466
1411	25.47367383
1412	25.47367301
1413	25.47365567
1414	25.47364164
1415	25.47364164
1416	25.47363586
1417	25.47348313
1418	25.47348313
1419	25.47334609
1420	25.4733304
1421	25.4733304
1422	25.47332958
1423	25.47332545
1424	25.47332463
1425	25.47332463
1426	25.4733238
1427	25.4733238
1428	25.47331389
1429	25.47331389
1430	25.47331389
1431	25.47329986
1432	25.4731719
1433	25.47304559
1434	25.47282351
1435	25.47282021
1436	25.47282021
1437	25.47281938
1438	25.47280617
1439	25.47146128
1440	25.47145798
1441	25.47145881
1442	25.47145798
1443	25.47144147
1444	25.47143982
1445	25.47143899
1446	25.47142661
1447	25.47142578
1448	25.47142661
1449	25.47142578
1450	25.47142661
1451	25.47142661
1452	25.47141835
1453	25.47140431
1454	25.47140514
1455	25.47139276
1456	25.47139193
1457	25.47139276
1458	25.4713911
1459	25.47139193
1460	25.47139028
1461	25.47138945
1462	25.4713878
1463	25.47138698
1464	25.47138615
1465	25.47138367
1466	25.47132258
1467	25.47132175
1468	25.47132258
1469	25.47132093
1470	25.4659431
1471	25.46561361
1472	25.46503224
1473	25.46081689
1474	25.45996118
1475	25.41324921
1476	25.41321445
1477	25.41318135
1478	25.41313749
1479	25.41298854
1480	25.40919328
1481	25.4091221
1482	25.4089814
1483	25.40757933
1484	25.40746759
1485	25.40378574
1486	25.39964551
1487	25.39901543
1488	25.39854348
1489	25.37904275
1490	25.37895077
1491	25.337533
1492	25.33654946
1493	25.33560821
1494	25.30465116
1495	25.30320591
1496	25.30306545
1497	25.30245375
1498	25.30137325
1499	25.20662259
1500	25.20653332
1501	25.20616539
1502	25.20186002
1503	25.19768911
1504	25.19728016
1505	25.12520046
1506	25.12454843
1507	25.12215446
1508	25.12160867
1509	25.12155928
1510	25.11997541
1511	25.11823906
1512	25.11817962
1513	25.11774928
1514	25.11769905
1515	25.1170259
1516	25.1140953
1517	25.11405092
1518	25.09346593
1519	25.09345084
1520	25.08129447
1521	25.07918147
1522	25.06888894
1523	25.06697875
1524	25.06674049
1525	25.02861334
1526	25.02275714
1527	25.02265461
1528	25.01986677
1529	25.01953981
1530	25.01943558
1531	25.01457852
1532	25.01454405
1533	25.01445578
1534	25.01439357
1535	25.0143364
1536	25.01305766
1537	25.01298536
1538	25.01156025
1539	25.01151316
1540	25.0101956
1541	24.99679825
1542	24.99617232
1543	24.99611343
1544	24.99605622
1545	24.99544541
1546	24.9950483
1547	24.99407904
1548	24.99402015
1549	24.99382831
1550	24.93214547
1551	24.93203834
1552	24.93178024
1553	24.9317077
1554	24.93167565
1555	24.93052763
1556	24.92024796
1557	24.92020577
1558	24.92012813
1559	24.92009016
1560	24.92005302
1561	24.91999902
1562	24.91993741
1563	24.91715159
1564	24.91712627
1565	24.90995561
1566	24.90993281
1567	24.90990411
1568	24.90988469
1569	24.85547898
1570	24.84207861
1571	24.84204644
1572	24.84202527
1573	24.84199903
1574	24.84197448
1575	24.84193216
1576	24.84190845
1577	24.84184835
1578	24.84183057
1579	24.83803778
1580	24.83801915
1581	24.83800222
1582	24.8379692
1583	24.83795227
1584	24.83793703
1585	24.83792263
1586	24.83790824
1587	24.83789469
1588	24.83786421
1589	24.83779817
1590	24.83776346
1591	24.83773552
1592	24.83772874
1593	24.8377135
1594	24.83769488
1595	24.83768302
1596	24.789091
1597	24.78907234
1598	24.78718979
1599	24.78623617
1600	24.78621326
1601	24.78620053
1602	24.78617847
1603	24.78578479
1604	24.78540384
1605	24.77872465
1606	24.76574468
1607	24.76568015
1608	24.76361834
1609	24.76361834
1610	24.76344001
1611	24.76344171
1612	24.76342812
1613	24.76342897
1614	24.76342897
1615	24.74225649
1616	24.74162837
1617	24.74116684
1618	24.74115579
1619	24.74112604
1620	24.74073164
1621	24.74041629
1622	24.74041119
1623	24.74040354
1624	24.74039589
1625	24.74005418
1626	24.73975582
1627	24.69367938
1628	24.69367001
1629	24.69366745
1630	24.6936632
1631	24.69365553
1632	24.69364616
1633	24.6936402
1634	24.69362998
1635	24.69362743
1636	24.69361721
1637	24.69360869
1638	24.69360699
1639	24.69360443
1640	24.69360529
1641	24.69360529
1642	24.69360273
1643	24.69360188
1644	24.69359932
1645	24.69359847
1646	24.69353545
1647	24.69353375
1648	24.69353375
1649	24.6935065
1650	24.69345881
1651	24.69333191
1652	24.6932987
1653	24.69324845
1654	24.6932476
1655	24.69324845
1656	24.6932476
1657	24.69320161
1658	24.69267274
1659	24.69266337
1660	24.69266337
1661	24.67912688
1662	24.67856618
1663	24.67856618
1664	24.67855169
