iter	Passed	Remaining
3904	51922	612901
3905	51938	612919
3906	51952	612909
3907	51967	612915
3908	51981	612917
3909	51998	612940
3910	52018	613008
3911	52032	613000
3912	52043	612962
3913	52055	612938
3914	52068	612918
3915	52080	612890
3916	52095	612894
3917	52111	612913
3918	52127	612930
3919	52136	612866
3920	52151	612880
3921	52166	612886
3922	52181	612892
3923	52198	612923
3924	52212	612916
3925	52223	612877
3926	52236	612858
3927	52252	612880
3928	52266	612867
3929	52279	612857
3930	52296	612889
3931	52311	612891
3932	52324	612874
3933	52338	612865
3934	52353	612874
3935	52367	612875
3936	52383	612886
3937	52396	612867
3938	52411	612880
3939	52428	612903
3940	52443	612914
3941	52457	612907
3942	52470	612889
3943	52484	612886
3944	52498	612876
3945	52512	612879
3946	52525	612857
3947	52537	612826
3948	52548	612794
3949	52563	612795
3950	52578	612805
3951	52595	612831
3952	52607	612807
3953	52620	612784
3954	52637	612814
3955	52654	612851
3956	52674	612911
3957	52688	612904
3958	52697	612843
3959	52711	612838
3960	52720	612774
3961	52736	612793
3962	52752	612806
3963	52757	612705
3964	52769	612669
3965	52780	612632
3966	52786	612535
3967	52801	612544
3968	52821	612608
3969	52838	612632
3970	52851	612616
3971	52861	612564
3972	52871	612516
3973	52881	612460
3974	52895	612454
3975	52908	612440
3976	52922	612438
3977	52933	612389
3978	52944	612350
3979	52956	612321
3980	52967	612287
3981	52977	612238
3982	52991	612233
3983	53010	612280
3984	53016	612181
3985	53026	612136
3986	53032	612031
3987	53046	612028
3988	53052	611928
3989	53059	611849
3990	53065	611743
3991	53070	611638
3992	53076	611542
3993	53082	611448
3994	53097	611454
3995	53106	611385
3996	53114	611318
3997	53127	611299
3998	53137	611252
3999	53145	611176
4000	53157	611139
4001	53171	611141
4002	53180	611081
4003	53191	611035
4004	53202	610994
4005	53217	611007
4006	53228	610960
4007	53236	610889
4008	53246	610841
4009	53258	610815
4010	53267	610752
4011	53275	610671
4012	53282	610589
4013	53297	610592
4014	53309	610564
4015	53316	610488
4016	53328	610454
4017	53339	610419
4018	53350	610379
4019	53363	610362
4020	53373	610312
4021	53383	610263
4022	53393	610214
4023	53408	610220
4024	53420	610190
4025	53431	610149
4026	53442	610109
4027	53458	610123
4028	53467	610068
4029	53475	609991
4030	53485	609936
4031	53493	609871
4032	53505	609842
4033	53515	609787
4034	53522	609709
4035	53530	609634
4036	53541	609594
4037	53555	609585
4038	53562	609508
4039	53574	609472
4040	53585	609437
4041	53592	609354
4042	53601	609293
4043	53615	609282
4044	53626	609244
4045	53643	609278
4046	53659	609298
4047	53674	609298
4048	53681	609221
4049	53694	609200
4050	53705	609164
4051	53719	609158
4052	53732	609142
4053	53741	609084
4054	53756	609083
4055	53771	609096
4056	53782	609055
4057	53797	609064
4058	53810	609043
4059	53823	609031
4060	53837	609025
4061	53853	609037
4062	53867	609032
4063	53880	609023
4064	53896	609032
4065	53910	609034
4066	53927	609063
4067	53946	609116
4068	53962	609125
4069	53976	609120
4070	53989	609113
4071	54005	609126
4072	54021	609139
4073	54032	609106
4074	54048	609118
4075	54057	609064
4076	54071	609053
4077	54084	609039
4078	54098	609031
4079	54108	608990
4080	54120	608955
4081	54133	608943
4082	54147	608934
4083	54158	608897
4084	54170	608867
4085	54182	608847
4086	54198	608860
4087	54207	608800
4088	54218	608766
4089	54231	608750
4090	54244	608728
4091	54256	608697
4092	54263	608616
4093	54272	608561
4094	54286	608556
4095	54303	608584
4096	54318	608586
4097	54330	608556
4098	54340	608513
4099	54352	608480
4100	54359	608403
4101	54369	608347
4102	54380	608307
4103	54394	608310
4104	54405	608263
4105	54412	608186
4106	54425	608164
4107	54438	608149
4108	54447	608093
4109	54456	608026
4110	54463	607948
4111	54476	607930
4112	54483	607850
4113	54506	607946
4114	54522	607963
4115	54536	607954
4116	54549	607940
4117	54562	607926
4118	54575	607909
4119	54586	607874
4120	54600	607864
4121	54618	607909
4122	54640	607988
4123	54651	607953
4124	54663	607924
4125	54678	607934
4126	54692	607921
4127	54705	607912
4128	54718	607896
4129	54726	607824
4130	54740	607821
4131	54752	607785
4132	54765	607774
4133	54781	607791
4134	54796	607798
4135	54806	607752
4136	54817	607712
4137	54831	607708
4138	54846	607709
4139	54861	607715
4140	54878	607748
4141	54894	607761
4142	54902	607694
4143	54918	607705
4144	54934	607725
4145	54948	607718
4146	54963	607724
4147	54976	607713
4148	54989	607697
4149	55002	607677
4150	55014	607651
4151	55027	607640
4152	55043	607653
4153	55054	607608
4154	55067	607592
4155	55081	607589
4156	55095	607589
4157	55108	607570
4158	55120	607540
4159	55134	607535
4160	55145	607496
4161	55157	607475
4162	55170	607460
4163	55183	607444
4164	55198	607443
4165	55209	607412
4166	55221	607388
4167	55233	607361
4168	55247	607350
4169	55257	607298
4170	55268	607269
4171	55278	607217
4172	55289	607179
4173	55305	607197
4174	55319	607193
4175	55331	607157
4176	55344	607148
4177	55357	607130
4178	55370	607110
4179	55385	607117
4180	55398	607102
4181	55410	607077
4182	55420	607024
4183	55433	607013
4184	55447	607011
4185	55458	606969
4186	55470	606945
4187	55481	606904
4188	55492	606868
4189	55509	606895
4190	55521	606869
4191	55529	606795
4192	55543	606797
4193	55550	606713
4194	55563	606692
4195	55577	606692
4196	55587	606638
4197	55592	606543
4198	55608	606551
4199	55613	606451
4200	55619	606357
4201	55630	606327
4202	55641	606283
4203	55646	606182
4204	55652	606092
4205	55663	606048
4206	55674	606010
4207	55679	605914
4208	55685	605814
4209	55695	605774
4210	55701	605681
4211	55710	605615
4212	55718	605548
4213	55725	605464
4214	55732	605386
4215	55741	605328
4216	55748	605253
4217	55754	605162
4218	55760	605066
4219	55765	604968
4220	55773	604896
4221	55779	604804
4222	55785	604710
4223	55791	604622
4224	55797	604531
4225	55807	604474
4226	55814	604395
4227	55820	604307
4228	55826	604211
4229	55831	604119
4230	55839	604041
4231	55847	603972
4232	55853	603880
4233	55859	603796
4234	55865	603703
4235	55871	603614
4236	55876	603516
4237	55883	603431
4238	55889	603340
4239	55895	603248
4240	55902	603171
4241	55908	603080
4242	55917	603022
4243	55924	602944
4244	55930	602850
4245	55938	602776
4246	55945	602697
4247	55952	602619
4248	55958	602532
4249	55964	602438
4250	55971	602362
4251	55978	602285
4252	55984	602194
4253	55992	602122
4254	55998	602029
4255	56004	601939
4256	56010	601849
4257	56015	601753
4258	56023	601687
4259	56030	601604
4260	56036	601510
4261	56041	601415
4262	56047	601320
4263	56053	601236
4264	56060	601156
4265	56066	601066
4266	56075	601012
4267	56082	600926
4268	56088	600837
4269	56093	600743
4270	56100	600659
4271	56109	600599
4272	56115	600512
4273	56121	600427
4274	56129	600356
4275	56137	600288
4276	56143	600196
4277	56150	600117
4278	56158	600055
4279	56165	599976
4280	56171	599885
4281	56178	599806
4282	56191	599795
4283	56198	599717
4284	56206	599642
4285	56213	599562
4286	56221	599494
4287	56228	599416
4288	56236	599348
4289	56242	599268
4290	56250	599194
4291	56256	599108
4292	56263	599032
4293	56271	598963
4294	56277	598871
4295	56285	598806
4296	56291	598713
4297	56299	598646
4298	56307	598586
4299	56316	598521
4300	56322	598433
4301	56327	598343
4302	56333	598253
4303	56339	598157
4304	56344	598062
4305	56350	597969
4306	56356	597885
4307	56369	597872
4308	56378	597820
4309	56387	597758
4310	56396	597700
4311	56410	597703
4312	56427	597725
4313	56450	597823
4314	56462	597794
4315	56472	597747
4316	56487	597756
4317	56501	597751
4318	56509	597684
4319	56523	597680
4320	56538	597687
4321	56548	597643
4322	56563	597655
4323	56577	597650
4324	56592	597651
4325	56606	597649
4326	56619	597639
4327	56635	597661
4328	56648	597638
4329	56662	597641
4330	56675	597627
4331	56691	597637
4332	56706	597644
4333	56718	597628
4334	56731	597612
4335	56744	597602
4336	56758	597591
4337	56772	597590
4338	56787	597600
4339	56801	597589
4340	56811	597546
4341	56826	597556
4342	56842	597575
4343	56855	597560
4344	56868	597545
4345	56883	597547
4346	56896	597541
4347	56912	597551
4348	56926	597556
4349	56941	597553
4350	56947	597467
4351	56957	597427
4352	56971	597419
4353	56983	597397
4354	56994	597365
4355	57010	597375
4356	57036	597503
4357	57053	597528
4358	57069	597549
4359	57081	597518
4360	57094	597509
4361	57110	597529
4362	57127	597553
4363	57139	597526
4364	57153	597522
4365	57167	597518
4366	57180	597511
4367	57193	597490
4368	57204	597461
4369	57221	597490
4370	57233	597460
4371	57248	597469
4372	57261	597460
4373	57271	597410
4374	57287	597427
4375	57302	597434
4376	57317	597437
4377	57329	597419
4378	57343	597410
4379	57358	597418
4380	57372	597419
4381	57387	597423
4382	57401	597419
4383	57413	597396
4384	57427	597391
4385	57438	597359
4386	57452	597348
4387	57468	597367
4388	57481	597358
4389	57493	597327
4390	57507	597326
4391	57522	597335
4392	57536	597325
4393	57551	597339
4394	57566	597341
4395	57583	597372
4396	57598	597376
4397	57613	597384
4398	57630	597414
4399	57644	597409
4400	57656	597378
4401	57671	597393
4402	57686	597391
4403	57704	597429
4404	57718	597431
4405	57734	597449
4406	57754	597501
4407	57767	597494
4408	57784	597517
4409	57801	597540
4410	57815	597538
4411	57831	597557
4412	57847	597578
4413	57865	597607
4414	57886	597674
4415	57901	597688
4416	57918	597713
4417	57932	597706
4418	57947	597711
4419	57961	597715
4420	57977	597725
4421	57990	597715
4422	58005	597716
4423	58021	597732
4424	58035	597734
4425	58050	597743
4426	58064	597736
4427	58078	597733
4428	58093	597741
4429	58109	597753
4430	58123	597748
4431	58138	597759
4432	58155	597784
4433	58171	597801
4434	58187	597814
4435	58202	597819
4436	58216	597821
4437	58232	597830
4438	58251	597885
4439	58270	597933
4440	58284	597927
4441	58302	597958
4442	58316	597952
4443	58330	597950
4444	58343	597939
4445	58358	597949
4446	58374	597957
4447	58389	597963
4448	58402	597952
4449	58411	597899
4450	58428	597924
4451	58443	597934
4452	58458	597939
4453	58473	597940
4454	58486	597931
4455	58499	597914
4456	58510	597879
4457	58528	597913
4458	58545	597937
4459	58561	597957
4460	58574	597943
4461	58587	597929
4462	58600	597912
4463	58613	597902
4464	58628	597905
4465	58640	597881
4466	58652	597858
4467	58667	597863
4468	58682	597864
4469	58695	597858
4470	58710	597862
4471	58723	597842
4472	58739	597862
4473	58752	597842
4474	58764	597820
4475	58780	597835
4476	58797	597861
4477	58813	597878
4478	58827	597872
4479	58842	597882
4480	58858	597902
4481	58873	597904
4482	58890	597933
4483	58906	597944
4484	58921	597950
4485	58935	597951
4486	58949	597942
4487	58963	597942
4488	58977	597936
4489	58988	597897
4490	59000	597871
4491	59013	597859
4492	59028	597862
4493	59042	597865
4494	59056	597855
4495	59068	597827
4496	59082	597832
4497	59096	597823
4498	59108	597793
4499	59123	597800
4500	59134	597770
4501	59148	597765
4502	59162	597757
4503	59176	597754
4504	59190	597747
4505	59204	597743
4506	59216	597720
4507	59230	597713
4508	59244	597709
4509	59257	597700
4510	59273	597714
4511	59289	597730
4512	59298	597677
4513	59311	597663
4514	59319	597598
4515	59331	597575
4516	59341	597529
4517	59352	597497
4518	59364	597466
4519	59375	597435
4520	59391	597449
4521	59403	597426
4522	59416	597410
4523	59430	597407
4524	59445	597410
4525	59459	597411
4526	59474	597407
4527	59487	597400
4528	59503	597409
4529	59516	597398
4530	59528	597377
4531	59536	597311
4532	59551	597316
4533	59560	597259
4534	59573	597243
4535	59585	597218
4536	59596	597181
4537	59602	597098
4538	59614	597080
4539	59626	597052
4540	59637	597019
4541	59650	597000
4542	59664	596999
4543	59686	597071
4544	59701	597083
4545	59716	597083
4546	59723	597016
4547	59730	596938
4548	59743	596921
4549	59757	596921
4550	59773	596933
4551	59788	596938
4552	59798	596895
4553	59817	596935
4554	59824	596861
4555	59840	596884
4556	59853	596870
4557	59861	596805
4558	59869	596740
4559	59885	596752
4560	59893	596691
4561	59903	596645
4562	59911	596578
4563	59925	596571
4564	59939	596568
4565	59951	596546
4566	59968	596568
4567	59982	596570
4568	59995	596549
4569	60007	596529
4570	60021	596524
4571	60034	596506
4572	60046	596485
4573	60059	596474
4574	60074	596479
4575	60088	596473
4576	60097	596417
4577	60111	596411
4578	60124	596399
4579	60138	596397
4580	60151	596376
4581	60164	596370
4582	60178	596364
4583	60191	596344
4584	60203	596326
4585	60212	596265
4586	60226	596261
4587	60234	596197
4588	60249	596207
4589	60258	596154
4590	60271	596135
4591	60283	596108
4592	60292	596056
4593	60306	596057
4594	60318	596031
4595	60329	595999
4596	60339	595957
4597	60353	595944
4598	60368	595949
4599	60376	595889
4600	60388	595867
4601	60402	595865
4602	60411	595808
4603	60425	595804
4604	60439	595802
4605	60454	595801
4606	60467	595792
4607	60482	595794
4608	60497	595795
4609	60512	595805
4610	60524	595783
4611	60538	595774
4612	60552	595774
4613	60566	595771
4614	60582	595787
4615	60597	595792
4616	60613	595801
4617	60626	595786
4618	60642	595802
4619	60654	595782
4620	60671	595799
4621	60685	595802
4622	60700	595808
4623	60716	595816
4624	60731	595826
4625	60748	595854
4626	60764	595865
4627	60780	595876
4628	60798	595910
4629	60813	595924
4630	60828	595928
4631	60842	595919
4632	60853	595887
4633	60868	595889
4634	60883	595897
4635	60898	595902
4636	60913	595909
4637	60926	595888
4638	60938	595867
4639	60952	595861
4640	60965	595844
4641	60978	595835
4642	60991	595819
4643	61004	595806
4644	61021	595827
4645	61036	595836
4646	61052	595845
4647	61065	595837
4648	61079	595830
4649	61095	595845
4650	61112	595873
4651	61127	595877
4652	61148	595933
4653	61161	595921
4654	61174	595912
4655	61189	595913
4656	61202	595903
4657	61214	595875
4658	61229	595878
4659	61244	595888
4660	61257	595866
4661	61270	595855
4662	61282	595830
4663	61295	595819
4664	61308	595806
4665	61327	595850
4666	61336	595788
4667	61349	595781
4668	61363	595771
4669	61372	595720
4670	61380	595657
4671	61396	595669
4672	61405	595618
4673	61418	595608
4674	61430	595584
4675	61439	595524
4676	61454	595531
4677	61462	595471
4678	61476	595465
4679	61487	595425
4680	61497	595383
4681	61502	595294
4682	61516	595288
4683	61528	595264
4684	61536	595206
4685	61554	595236
4686	61564	595189
4687	61575	595163
4688	61586	595130
4689	61595	595075
4690	61610	595077
4691	61618	595019
4692	61632	595014
4693	61645	594996
4694	61657	594971
4695	61673	594990
4696	61684	594953
4697	61694	594913
4698	61706	594882
4699	61719	594869
4700	61732	594859
4701	61743	594823
4702	61759	594836
4703	61772	594818
4704	61782	594782
4705	61791	594726
4706	61807	594738
4707	61820	594723
4708	61833	594716
4709	61842	594656
4710	61851	594603
4711	61867	594617
4712	61875	594554
4713	61883	594493
4714	61891	594431
4715	61906	594440
4716	61919	594427
4717	61934	594425
4718	61949	594432
4719	61962	594419
4720	61978	594431
4721	61999	594500
4722	62012	594482
4723	62030	594513
4724	62045	594520
4725	62060	594521
4726	62072	594503
4727	62089	594527
4728	62105	594542
4729	62121	594550
4730	62137	594563
4731	62152	594570
4732	62168	594583
4733	62182	594578
4734	62195	594564
4735	62208	594555
4736	62221	594543
4737	62236	594541
4738	62249	594529
4739	62262	594515
4740	62280	594544
4741	62294	594544
4742	62310	594561
4743	62322	594535
4744	62336	594527
4745	62349	594518
4746	62363	594508
4747	62377	594505
4748	62385	594442
4749	62395	594401
4750	62409	594393
4751	62420	594360
4752	62435	594367
4753	62443	594299
4754	62450	594232
4755	62461	594194
4756	62473	594177
4757	62485	594154
4758	62498	594135
4759	62508	594089
4760	62521	594081
4761	62528	594012
4762	62540	593985
4763	62550	593943
4764	62563	593930
4765	62575	593897
4766	62588	593892
4767	62600	593860
4768	62611	593829
4769	62627	593847
4770	62641	593836
4771	62655	593836
4772	62668	593816
4773	62675	593747
4774	62690	593757
4775	62700	593709
4776	62716	593727
4777	62735	593764
4778	62744	593718
4779	62758	593713
4780	62773	593711
4781	62790	593736
4782	62800	593699
4783	62815	593698
4784	62828	593686
4785	62841	593675
4786	62853	593649
4787	62867	593643
4788	62879	593621
4789	62894	593619
4790	62907	593612
4791	62915	593545
4792	62928	593530
4793	62942	593524
4794	62954	593508
4795	62965	593472
4796	62979	593470
4797	62993	593459
4798	63004	593430
4799	63019	593437
4800	63035	593448
4801	63052	593468
4802	63067	593475
4803	63082	593483
4804	63096	593479
4805	63114	593505
4806	63126	593484
4807	63141	593489
4808	63156	593496
4809	63166	593449
4810	63179	593434
4811	63194	593441
4812	63208	593434
4813	63221	593420
4814	63235	593419
4815	63250	593422
4816	63264	593411
4817	63276	593395
4818	63289	593377
4819	63305	593390
4820	63318	593376
4821	63334	593391
4822	63360	593498
4823	63380	593548
4824	63392	593522
4825	63405	593513
4826	63420	593516
4827	63435	593519
4828	63445	593475
4829	63460	593481
4830	63475	593488
4831	63489	593479
4832	63503	593471
4833	63517	593465
4834	63531	593460
4835	63540	593409
4836	63552	593384
4837	63566	593382
4838	63575	593327
4839	63591	593344
4840	63605	593343
4841	63620	593342
4842	63632	593324
4843	63646	593317
4844	63660	593311
4845	63675	593312
4846	63685	593272
4847	63698	593258
4848	63710	593230
4849	63730	593287
4850	63749	593328
4851	63763	593324
4852	63774	593285
4853	63789	593294
4854	63803	593286
4855	63814	593256
4856	63825	593225
4857	63839	593213
4858	63848	593168
4859	63860	593142
4860	63873	593129
4861	63887	593121
4862	63899	593099
4863	63910	593065
4864	63918	593001
4865	63931	592990
4866	63937	592907
4867	63950	592893
4868	63958	592836
4869	63971	592821
4870	63980	592767
4871	63989	592719
4872	64002	592701
4873	64009	592633
4874	64018	592580
4875	64027	592531
4876	64035	592473
4877	64048	592451
4878	64054	592376
4879	64069	592376
4880	64082	592363
4881	64089	592300
4882	64103	592289
4883	64118	592290
4884	64127	592246
4885	64135	592182
4886	64141	592100
4887	64154	592089
4888	64167	592076
4889	64179	592054
4890	64194	592053
4891	64205	592023
4892	64215	591984
4893	64224	591932
4894	64230	591853
4895	64235	591768
4896	64246	591730
4897	64256	591686
4898	64264	591625
4899	64272	591566
4900	64282	591530
4901	64291	591476
4902	64298	591404
4903	64304	591326
4904	64309	591244
4905	64318	591191
4906	64327	591140
4907	64333	591060
4908	64339	590978
4909	64350	590953
4910	64356	590873
4911	64366	590831
4912	64372	590749
4913	64380	590692
4914	64394	590687
4915	64400	590604
4916	64410	590569
4917	64419	590513
4918	64430	590482
4919	64438	590428
4920	64449	590396
4921	64463	590385
4922	64470	590319
4923	64476	590243
4924	64490	590238
4925	64500	590196
4926	64506	590115
4927	64512	590039
4928	64520	589979
4929	64530	589933
4930	64539	589884
4931	64547	589830
4932	64554	589761
4933	64561	589687
4934	64569	589629
4935	64577	589574
4936	64583	589492
4937	64594	589457
4938	64607	589450
4939	64617	589408
4940	64628	589374
4941	64636	589314
4942	64642	589239
4943	64648	589157
4944	64653	589075
4945	64662	589021
4946	64671	588970
4947	64677	588895
4948	64686	588841
4949	64692	588770
4950	64699	588697
4951	64707	588640
4952	64713	588560
4953	64719	588483
4954	64725	588411
4955	64732	588340
4956	64741	588292
4957	64747	588212
4958	64762	588214
4959	64778	588228
4960	64793	588236
4961	64799	588156
4962	64809	588114
4963	64817	588053
4964	64823	587980
4965	64831	587925
4966	64838	587850
4967	64844	587775
4968	64850	587696
4969	64855	587616
4970	64868	587598
4971	64876	587542
4972	64881	587460
4973	64893	587435
4974	64905	587408
4975	64916	587378
4976	64930	587371
4977	64942	587350
4978	64955	587339
4979	64967	587315
4980	64980	587305
4981	64992	587279
4982	65003	587249
4983	65012	587195
4984	65019	587135
4985	65027	587077
4986	65042	587075
4987	65047	586995
4988	65054	586926
4989	65066	586900
4990	65074	586845
4991	65085	586816
4992	65094	586762
4993	65102	586707
4994	65114	586679
4995	65127	586671
4996	65140	586658
4997	65148	586593
4998	65156	586541
4999	65167	586503
5000	65175	586445
5001	65182	586381
5002	65189	586318
5003	65199	586269
5004	65207	586216
5005	65214	586152
5006	65229	586151
5007	65237	586094
5008	65244	586029
5009	65253	585979
5010	65261	585918
5011	65275	585917
5012	65284	585867
5013	65293	585819
5014	65302	585768
5015	65315	585759
5016	65327	585737
5017	65342	585736
5018	65355	585723
5019	65364	585673
5020	65379	585677
5021	65387	585624
5022	65396	585575
5023	65410	585571
5024	65429	585606
5025	65439	585569
5026	65452	585554
5027	65461	585505
5028	65472	585475
5029	65477	585395
5030	65487	585350
5031	65492	585269
5032	65500	585205
5033	65509	585163
5034	65522	585146
5035	65532	585110
5036	65543	585079
5037	65553	585039
5038	65565	585014
5039	65573	584956
5040	65582	584909
5041	65594	584884
5042	65602	584832
5043	65620	584862
5044	65635	584865
5045	65650	584866
5046	65657	584807
5047	65671	584798
5048	65689	584830
5049	65696	584765
5050	65704	584707
5051	65710	584633
5052	65722	584610
5053	65731	584558
5054	65740	584510
5055	65750	584467
5056	65758	584418
5057	65772	584414
5058	65782	584372
5059	65791	584323
5060	65803	584296
5061	65817	584298
5062	65826	584244
5063	65833	584183
5064	65848	584187
5065	65862	584184
5066	65876	584174
5067	65889	584161
5068	65903	584158
5069	65915	584141
5070	65930	584141
5071	65941	584115
5072	65949	584054
5073	65964	584062
5074	65974	584019
5075	65981	583958
5076	65997	583965
5077	66011	583959
5078	66026	583970
5079	66042	583984
5080	66058	583995
5081	66072	583988
5082	66085	583979
5083	66099	583971
5084	66113	583967
5085	66128	583974
5086	66141	583963
5087	66157	583974
5088	66170	583964
5089	66185	583968
5090	66198	583955
5091	66216	583985
5092	66231	583986
5093	66244	583979
5094	66259	583980
5095	66272	583970
5096	66286	583967
5097	66302	583972
5098	66317	583978
5099	66332	583986
5100	66348	584002
5101	66363	584000
5102	66377	584000
5103	66390	583987
5104	66406	584001
5105	66417	583969
5106	66431	583966
5107	66444	583949
5108	66458	583947
5109	66479	584006
5110	66494	584012
5111	66510	584018
5112	66521	583996
5113	66536	583993
5114	66552	584007
5115	66563	583978
5116	66583	584027
5117	66598	584029
5118	66611	584015
5119	66631	584064
5120	66646	584069
5121	66660	584069
5122	66675	584072
5123	66690	584074
5124	66701	584045
5125	66715	584043
5126	66728	584023
5127	66744	584038
5128	66754	584000
5129	66769	584003
5130	66783	584002
5131	66799	584011
5132	66813	584011
5133	66827	584004
5134	66843	584016
5135	66853	583978
5136	66863	583939
5137	66876	583929
5138	66890	583922
5139	66905	583924
5140	66920	583928
5141	66933	583920
5142	66948	583923
5143	66958	583885
5144	66968	583847
5145	66979	583812
5146	66993	583809
5147	67004	583773
5148	67014	583738
5149	67025	583706
5150	67041	583717
5151	67055	583712
5152	67069	583707
5153	67082	583694
5154	67097	583699
5155	67105	583643
5156	67119	583637
5157	67135	583655
5158	67142	583590
5159	67162	583634
5160	67175	583627
5161	67189	583620
5162	67195	583548
5163	67208	583536
5164	67221	583517
5165	67233	583493
5166	67246	583484
5167	67255	583438
5168	67269	583433
5169	67278	583385
5170	67287	583336
5171	67301	583331
5172	67314	583322
5173	67330	583329
5174	67340	583288
5175	67350	583250
5176	67365	583254
5177	67379	583253
5178	67395	583266
5179	67409	583264
5180	67425	583273
5181	67436	583243
5182	67450	583242
5183	67466	583251
5184	67477	583224
5185	67490	583209
5186	67501	583175
5187	67515	583169
5188	67528	583162
5189	67541	583148
5190	67554	583137
5191	67567	583125
5192	67579	583098
5193	67587	583044
5194	67600	583033
5195	67610	582994
5196	67623	582981
5197	67639	582993
5198	67654	582998
5199	67670	583011
5200	67686	583023
5201	67700	583019
5202	67717	583037
5203	67735	583065
5204	67749	583063
5205	67764	583062
5206	67780	583074
5207	67795	583079
5208	67810	583082
5209	67823	583077
5210	67839	583089
5211	67854	583088
5212	67867	583073
5213	67880	583068
5214	67903	583139
5215	67917	583133
5216	67928	583100
5217	67943	583104
5218	67957	583103
5219	67968	583068
5220	67981	583061
5221	67994	583047
5222	68012	583072
5223	68023	583044
5224	68036	583028
5225	68050	583023
5226	68063	583010
5227	68075	582992
5228	68088	582981
5229	68096	582923
5230	68107	582892
5231	68115	582838
5232	68123	582778
5233	68130	582717
5234	68138	582662
5235	68148	582617
5236	68155	582560
5237	68166	582528
5238	68174	582470
5239	68186	582447
5240	68202	582458
5241	68213	582431
5242	68226	582416
5243	68235	582371
5244	68244	582321
5245	68254	582284
5246	68268	582282
5247	68284	582291
5248	68299	582294
5249	68307	582237
5250	68320	582224
5251	68326	582156
5252	68333	582090
5253	68342	582038
5254	68348	581966
5255	68361	581954
5256	68374	581947
5257	68380	581873
5258	68388	581818
5259	68401	581798
5260	68407	581731
5261	68413	581658
5262	68419	581584
5263	68428	581534
5264	68433	581457
5265	68439	581381
5266	68447	581331
5267	68454	581261
5268	68464	581226
5269	68472	581172
5270	68477	581094
5271	68483	581020
5272	68496	581007
5273	68502	580932
5274	68518	580942
5275	68524	580876
5276	68535	580846
5277	68542	580778
5278	68555	580765
5279	68564	580723
5280	68578	580715
5281	68587	580668
5282	68596	580625
5283	68609	580606
5284	68616	580548
5285	68625	580500
5286	68639	580499
5287	68654	580498
5288	68667	580488
5289	68675	580428
5290	68690	580434
5291	68702	580410
5292	68715	580399
5293	68728	580390
5294	68741	580378
5295	68750	580331
5296	68765	580329
5297	68778	580321
5298	68791	580310
5299	68808	580331
5300	68825	580345
5301	68838	580338
5302	68849	580303
5303	68861	580281
5304	68872	580255
5305	68886	580250
5306	68900	580243
5307	68913	580237
5308	68927	580228
5309	68938	580203
5310	68952	580199
5311	68965	580183
5312	68981	580194
5313	68994	580184
5314	69006	580160
5315	69019	580149
5316	69031	580126
5317	69045	580125
5318	69059	580113
5319	69072	580104
5320	69086	580102
5321	69099	580086
5322	69113	580083
5323	69129	580092
5324	69142	580084
5325	69154	580064
5326	69170	580077
5327	69182	580053
5328	69194	580032
5329	69209	580034
5330	69219	579994
5331	69229	579959
5332	69243	579957
5333	69255	579933
5334	69269	579928
5335	69283	579928
5336	69295	579901
5337	69306	579871
5338	69321	579877
5339	69331	579842
5340	69344	579827
5341	69358	579822
5342	69373	579826
5343	69387	579825
5344	69401	579815
5345	69411	579776
5346	69421	579739
5347	69434	579732
5348	69444	579689
5349	69457	579673
5350	69468	579651
5351	69476	579595
5352	69492	579606
5353	69507	579610
5354	69519	579585
5355	69534	579593
5356	69544	579552
5357	69555	579525
5358	69568	579511
5359	69584	579521
5360	69594	579489
5361	69605	579455
5362	69620	579458
5363	69630	579421
5364	69641	579393
5365	69651	579357
5366	69667	579371
5367	69680	579354
5368	69692	579332
5369	69702	579298
5370	69712	579262
5371	69723	579228
5372	69733	579193
5373	69744	579161
5374	69756	579140
5375	69767	579110
5376	69778	579078
5377	69788	579041
5378	69800	579024
5379	69811	578997
5380	69824	578980
5381	69836	578957
5382	69849	578947
5383	69862	578934
5384	69870	578879
5385	69877	578816
5386	69890	578801
5387	69902	578784
5388	69911	578735
5389	69918	578680
5390	69926	578621
5391	69936	578587
5392	69944	578533
5393	69953	578483
5394	69963	578444
5395	69970	578386
5396	69979	578335
5397	69988	578293
5398	70005	578313
5399	70013	578257
5400	70022	578215
5401	70030	578159
5402	70041	578129
5403	70049	578074
5404	70056	578015
5405	70067	577985
5406	70077	577949
5407	70085	577895
5408	70096	577866
5409	70105	577819
5410	70115	577785
5411	70124	577737
5412	70132	577687
5413	70141	577636
5414	70150	577591
5415	70161	577563
5416	70169	577510
5417	70176	577450
5418	70186	577413
5419	70195	577368
5420	70205	577324
5421	70213	577272
5422	70220	577209
5423	70228	577161
5424	70236	577105
5425	70244	577050
5426	70251	576991
5427	70259	576931
5428	70266	576876
5429	70274	576822
5430	70282	576764
5431	70291	576718
5432	70299	576665
5433	70306	576607
5434	70314	576551
5435	70323	576506
5436	70330	576450
5437	70338	576390
5438	70346	576340
5439	70353	576279
5440	70362	576229
5441	70370	576182
5442	70379	576134
5443	70387	576078
5444	70395	576024
5445	70402	575962
5446	70409	575907
5447	70417	575849
5448	70424	575789
5449	70432	575738
5450	70440	575685
5451	70448	575627
5452	70455	575568
5453	70465	575530
5454	70472	575474
5455	70480	575421
5456	70487	575358
5457	70495	575302
